,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period
3243,LeftS109017,24.3267,29.4395,4.322e-14,3.545e-14,1.679e-14,-0.0,31.24,1,47.51698902247779
3244,LeftS109037,24.3145,29.4441,1.713e-17,1.336e-17,5.861e-18,-0.0,31.12,1,24.965668772315297
3245,LeftS109051,24.5075,29.5261,1.378e-17,1.052e-17,4.404e-18,-0.0,27.15,1,26.981300089047195
3246,LeftS109069,24.3549,29.4759,1.106e-17,8.809e-18,3.952e-18,-0.001,30.2,1,25.355648535564853
3247,LeftS109073,24.3626,29.4844,9.536e-18,7.389e-18,3.265e-18,-0.0,29.83,1,26.233766233766236
3248,LeftS109081,24.3787,29.4924,1.247e-17,9.75e-18,4.443e-18,-0.001,29.65,1,25.993708893337146
3249,LeftS109100,24.426,29.5281,4.94e-14,3.702e-14,1.579e-14,0.0,28.64,1,45.2463912394226
3250,LeftS109130,24.2917,29.3899,1.572e-17,1.211e-17,5.4e-18,-0.0,31.01,1,27.604008502884906
3251,LeftS109135,24.3131,29.4034,2.051e-17,1.589e-17,6.907e-18,-0.0,30.87,1,24.194836305562948
3252,LeftS109156,24.6084,29.5922,1.803e-17,1.378e-17,5.801e-18,0.001,26.38,1,25.555243182457126
3253,LeftS109192,24.4646,29.4654,1.119e-17,8.793e-18,3.909e-18,0.0,28.54,1,27.37127371273713
3254,LeftS109768,26.1701,34.3708,9.085e-14,7.851e-14,4.278e-14,-0.0,21.2,1,43.43048256091734
3255,LeftS110028,26.1452,34.3616,1.502e-17,1.146e-17,4.955e-18,-0.001,22.22,1,25.555243182457126
3256,LeftS110040,26.1873,34.376,7.12e-14,5.762e-14,2.704e-14,0.0,20.68,1,45.156482861400896
3257,LeftS110071,26.1851,34.4101,1.302e-17,1.009e-17,4.374e-18,-0.0,20.97,1,27.43736794446121
3258,LeftS110073,26.1349,34.403,5.791e-14,4.836e-14,2.452e-14,-0.0,23.56,1,46.07197161682716
3259,LeftS110084,26.1466,34.4025,1.508e-17,1.153e-17,4.881e-18,-0.0,22.8,1,25.81652939505822
3260,LeftS110095,26.1859,34.3964,2.743e-17,2.142e-17,9.245e-18,-0.0,20.52,1,23.18286151491966
3261,LeftS110219,26.0427,34.3791,4.264e-14,3.621e-14,1.862e-14,0.0,23.7,1,47.02534919813761
3262,LeftS110416,22.8126,31.6618,6.944e-14,5.259e-14,2.185e-14,0.001,25.6,1,43.513642891335564
3263,LeftS110430,22.8556,31.6058,2.378e-19,2.264e-19,1.516e-19,0.0,26.6,1,2.887455925796512
3264,LeftS110487,22.8085,31.6877,5.455e-14,4.28e-14,1.899e-14,-0.0,25.38,1,45.79345088161209
3265,LeftS110555,22.8609,31.6226,5.149e-14,4.372e-14,2.191e-14,0.0,26.61,1,46.543778801843324
3266,LeftS110587,22.8242,31.6276,5.105e-14,4.006e-14,1.79e-14,0.001,26.2,1,46.73521850899743
3267,LeftS110628,22.8173,31.623,1.458e-17,1.134e-17,4.728e-18,0.0,26.38,1,26.790450928381965
3268,LeftS110629,22.8292,31.639,1.33e-17,1.008e-17,4.22e-18,-0.0,26.44,1,26.696035242290748
3269,LeftS110639,22.8137,31.647,5.131e-14,4.439e-14,2.357e-14,-0.0,26.03,1,45.066931085770946
3270,LeftS110759,22.8295,31.6497,7.97e-14,6.227e-14,2.67e-14,0.001,26.54,1,43.59712230215827
3271,LeftS110778,22.7813,31.6249,2.624e-17,2.028e-17,8.925e-18,0.0,25.19,1,24.22062350119904
3272,LeftS110785,22.8384,31.6973,1.847e-17,1.431e-17,6.163e-18,0.0,26.11,1,25.355648535564853
3273,LeftS110789,22.7932,31.6001,1.153e-17,9.211e-18,4.208e-18,-0.0,25.82,1,26.509186351706038
3274,LeftS110795,22.8117,31.5951,3.241e-17,2.519e-17,1.101e-17,0.0,26.07,1,23.51875808538163
3275,LeftS110797,22.8187,31.5927,3.829e-17,2.867e-17,1.19e-17,0.001,26.33,1,23.965199050883207
3276,LeftS110801,22.8341,31.5948,2.866e-17,2.156e-17,9.082e-18,0.0,26.31,1,23.349601849473412
3277,LeftS110822,22.7248,31.6466,1.926e-17,1.524e-17,6.805e-18,-0.001,25.04,1,23.088646177292354
3278,LeftS110827,22.7187,31.6192,8.47e-14,6.579e-14,2.878e-14,0.0,25.1,1,42.696101456082665
3279,LeftS110845,22.7594,31.5402,6.526e-14,5.36e-14,2.605e-14,0.0,25.65,1,46.07197161682716
3280,LeftS110853,22.8116,31.7761,2.424e-17,1.865e-17,8.005e-18,0.0,25.59,1,24.85643970467596
3281,LeftS110863,22.8304,31.6545,9.536e-18,7.456e-18,3.371e-18,-0.0,26.6,1,28.15113038092289
3282,LeftS110908,22.8074,31.7087,1.251e-17,9.867e-18,4.367e-18,0.0,25.48,1,27.240035960443514
3283,LeftS110909,22.8195,31.6009,1.21e-17,9.325e-18,4.014e-18,0.0,26.1,1,26.917382291975123
3284,LeftS110936,22.7368,31.6619,1.043e-17,8.256e-18,3.779e-18,-0.0,24.96,1,26.143226919758412
3285,LeftS110941,22.9053,31.6596,1.959e-17,1.504e-17,6.166e-18,0.001,26.76,1,24.481551306221384
3286,LeftS110952,22.9093,31.7035,1.125e-17,8.943e-18,4.086e-18,0.001,26.76,1,27.01337295690936
3287,LeftS110962,22.7356,31.5714,1.854e-17,1.434e-17,6.233e-18,0.0,25.33,1,24.507953626314368
3288,LeftS110996,22.741,31.7521,2.782e-17,2.159e-17,9.225e-18,0.001,24.97,1,24.64082407156411
3289,LeftS111104,25.9098,28.4135,1.583e-17,1.244e-17,5.362e-18,-0.0,27.67,1,28.504233301975543
3290,LeftS111197,25.9361,28.4555,6.574e-14,5.656e-14,3.029e-14,0.0,27.03,1,45.42728635682159
3291,LeftS111347,25.8878,28.3991,1.143e-17,9.145e-18,4.083e-18,-0.0,27.46,1,27.07774798927614
3292,LeftS111439,25.9187,28.4459,6.775e-14,6.209e-14,3.877e-14,0.0,26.94,1,44.01937046004842
3293,LeftS111503,25.8828,28.4055,4.292e-14,3.196e-14,1.31e-14,-0.0,26.07,1,46.83153013910355
3294,LeftS111615,25.9302,28.4304,7.909e-14,6.137e-14,2.596e-14,0.001,27.63,1,43.43048256091734
3295,LeftS111643,25.8733,28.4233,1.71e-17,1.315e-17,5.603e-18,0.0,26.26,1,25.555243182457126
3296,LeftS111647,25.8937,28.4053,3.086e-14,3.048e-14,2.129e-14,0.001,27.13,1,48.12069878242456
3297,LeftS111675,25.8625,28.4092,7.972e-14,6.358e-14,2.882e-14,-0.001,26.43,1,42.53626579316799
3298,LeftS111683,25.8665,28.4036,5.145e-14,4.04e-14,1.823e-14,0.0,26.55,1,45.51827741612418
3299,LeftS111707,25.9306,28.454,2.57e-17,2.008e-17,8.453e-18,-0.001,27.11,1,23.06521187515859
3300,LeftS111708,25.9273,28.4546,2.213e-17,1.719e-17,7.318e-18,-0.001,26.97,1,24.534412955465587
3301,LeftS111715,25.8956,28.3881,1.023e-17,8.056e-18,3.698e-18,-0.0,27.31,1,26.233766233766236
3302,LeftS111721,25.9055,28.3793,1.091e-13,9.056e-14,4.652e-14,-0.0,27.56,1,44.104803493449786
3303,LeftS111726,25.9148,28.3753,3.017e-17,2.261e-17,9.493e-18,0.0,27.69,1,24.169103961712306
3304,LeftS111733,25.9318,28.3656,1.544e-17,1.224e-17,5.459e-18,-0.0,28.03,1,26.26408552441491
3305,LeftS111737,25.9351,28.3623,5.022e-17,3.803e-17,1.544e-17,-0.0,28.07,1,23.445963373742583
3306,LeftS111759,25.9989,28.3483,1.208e-17,9.398e-18,4.283e-18,0.0,28.98,1,26.981300089047195
3307,LeftS111764,26.0102,28.3502,2.681e-17,2.037e-17,8.575e-18,0.001,29.02,1,26.113185866130422
3308,LeftS111768,25.7846,28.5087,1.933e-17,1.485e-17,6.317e-18,-0.001,24.84,1,26.917382291975123
3309,LeftS111769,25.7914,28.5006,2.896e-17,2.254e-17,9.775e-18,0.0,24.89,1,25.584013509710104
3310,LeftS111774,26.0232,28.3601,2.931e-17,2.326e-17,1.034e-17,0.0,29.0,1,22.8794361943116
3311,LeftS111778,25.935,28.453,8.341e-14,6.696e-14,3.193e-14,-0.0,27.13,1,43.01940369143398
3312,LeftS111789,25.9188,28.4555,1.136e-17,8.96e-18,3.909e-18,-0.001,26.82,1,27.73878547451938
3313,LeftS111810,25.8737,28.4828,1.263e-17,9.898e-18,4.486e-18,-0.0,25.75,1,26.790450928381965
3314,LeftS111823,25.9494,28.3634,2.452e-17,1.899e-17,7.949e-18,-0.001,28.51,1,25.18703241895262
3315,LeftS111829,25.8445,28.4954,2.894e-17,2.195e-17,9.29e-18,-0.0,25.26,1,24.455205811138015
3316,LeftS111830,25.9656,28.3569,3.945e-19,3.929e-19,2.924e-19,0.001,28.66,1,6.661780872114327
3317,LeftS111833,25.8253,28.5016,1.54e-17,1.177e-17,5.137e-18,-0.0,25.04,1,25.131324301907654
3318,LeftS111858,26.0179,28.3697,1.363e-17,1.027e-17,4.363e-18,-0.0,28.93,1,28.903020667726548
3319,LeftS111998,26.2646,31.0573,9.977e-14,7.994e-14,3.64e-14,0.0,27.22,1,41.831569259088816
3320,LeftS112369,26.2476,31.0757,6.924e-14,6.25e-14,3.579e-14,0.0,26.85,1,44.62444771723122
3321,LeftS112402,26.2299,31.0476,3.097e-17,2.336e-17,9.627e-18,0.0,25.21,1,25.383970957833004
3322,LeftS112405,26.2416,31.0389,3.336e-17,2.546e-17,1.046e-17,0.0,26.5,1,23.715105661361857
3323,LeftS112409,26.2545,31.0375,8.306e-14,7.153e-14,3.742e-14,0.0,26.61,1,42.696101456082665
3324,LeftS112421,26.2934,31.0525,1.298e-17,9.833e-18,4.064e-18,0.001,27.02,1,26.981300089047195
3325,LeftS112433,26.3297,31.0853,7.367e-18,5.744e-18,2.543e-18,0.0,27.27,1,27.637579811492852
3326,LeftS112439,26.1016,30.9772,1.329e-17,1.033e-17,4.385e-18,-0.0,24.73,1,26.917382291975123
3327,LeftS112450,26.0853,30.928,1.01e-17,7.936e-18,3.495e-18,0.001,24.68,1,26.664711058961572
3328,LeftS112457,26.3779,31.2046,2.343e-17,1.785e-17,7.464e-18,-0.0,27.16,1,24.775143090760427
3329,LeftS112466,26.1281,30.8735,9.821e-18,7.607e-18,3.258e-18,0.0,24.93,1,27.5705186533212
3330,LeftS112468,26.3477,31.233,3.152e-17,2.366e-17,9.913e-18,-0.0,27.16,1,25.87532023911187
3331,LeftS112471,26.3222,31.2388,1.361e-17,1.064e-17,4.661e-18,0.001,26.9,1,26.294474978304887
3332,LeftS112501,26.2701,31.0504,4.954e-19,5.013e-19,3.647e-19,0.001,27.07,1,11.859099804305284
3333,LeftS112503,26.2792,31.0505,7.678e-14,5.949e-14,2.565e-14,0.001,27.06,1,43.7650457390467
3334,LeftS112510,26.2928,31.0618,8.517e-18,6.646e-18,2.94e-18,-0.001,27.38,1,27.604008502884906
3335,LeftS112523,26.3045,31.0727,1.175e-17,9.342e-18,4.195e-18,-0.0,27.13,1,26.727433107909437
3336,LeftS112524,26.1499,31.0197,5.957e-14,5.453e-14,3.298e-14,0.0,24.78,1,46.353901070882195
3337,LeftS112525,26.3046,31.0725,2.087e-17,1.661e-17,7.348e-18,-0.001,27.2,1,26.44748327029386
3338,LeftS112562,26.3341,31.1415,1.085e-17,8.234e-18,3.506e-18,0.0,27.37,1,27.604008502884906
3339,LeftS112571,26.1146,30.9377,3.191e-17,2.454e-17,1.056e-17,0.0,24.86,1,24.376508447304904
3340,LeftS112583,26.115,30.9019,5.629e-14,4.778e-14,2.427e-14,0.0,24.84,1,45.51827741612418
3341,LeftS112584,26.3396,31.1877,1.563e-17,1.185e-17,4.96e-18,-0.001,26.99,1,24.01585204755614
3342,LeftS112586,26.116,30.8968,1.731e-17,1.327e-17,5.435e-18,-0.0,24.87,1,28.081556997219646
3343,LeftS112588,26.3376,31.1985,2.344e-17,1.817e-17,7.537e-18,0.001,27.29,1,25.131324301907654
3344,LeftS112628,26.2452,31.2608,2.774e-17,2.193e-17,9.806e-18,0.001,26.53,1,23.206535613990297
3345,LeftS115437,-26.6092,42.0316,4.201e-14,4.238e-14,3.116e-14,0.001,60.91,1,44.71224790949336
3346,LeftS115634,-26.6359,42.073,8.817e-18,6.903e-18,3.149e-18,0.001,62.59,1,28.432905849233656
3347,LeftS115874,-26.4334,41.9823,4.158e-14,3.103e-14,1.256e-14,-0.001,59.46,1,2.430156396203716
3348,LeftS115883,-26.6054,42.0097,9.198e-18,7.062e-18,2.975e-18,0.0,60.57,1,27.045522166022014
3349,LeftS115948,-26.6182,42.0744,4.682e-14,3.589e-14,1.491e-14,-0.0,62.48,1,44.62444771723122
3350,LeftS116061,-26.5957,42.0501,2.251e-14,2.428e-14,2.043e-14,0.001,60.66,1,48.12069878242456
3351,LeftS116065,-26.5435,42.0411,4.732e-14,3.632e-14,1.509e-14,0.001,59.92,1,45.51827741612418
3352,LeftS116121,-26.5986,42.0826,8.922e-18,6.887e-18,2.991e-18,0.0,62.41,1,27.637579811492852
3353,LeftS116148,-26.5785,42.0232,1.166e-17,9.057e-18,3.951e-18,-0.001,59.41,1,25.904816186947848
3354,LeftS116198,-26.5946,42.045,6.28e-14,4.76e-14,1.962e-14,0.0,60.53,1,44.36310395314788
3355,LeftS116219,-26.5578,42.0378,2.348e-14,1.807e-14,7.554e-15,-0.001,59.44,1,48.84470714669533
3356,LeftS116256,-26.6495,42.0901,6.859e-14,5.587e-14,2.663e-14,-0.0,62.35,1,43.680922633349354
3357,LeftS116266,-26.5887,42.055,7.051e-14,5.306e-14,2.157e-14,-0.0,60.12,1,42.2987436016752
3358,LeftS116283,-26.5892,42.0275,1.724e-17,1.304e-17,5.442e-18,0.0,60.37,1,26.083213773314206
3359,LeftS116284,-26.6205,42.0789,3.06e-14,2.645e-14,1.438e-14,-0.0,62.42,1,48.12069878242456
3360,LeftS116305,-26.5998,42.0511,1.172e-17,9.092e-18,4.035e-18,0.0,57.84,1,26.63346029885731
3361,LeftS116308,-26.7448,42.1954,6.957e-14,5.342e-14,2.263e-14,-0.0,63.14,1,44.104803493449786
3362,LeftS116395,-26.6189,42.1881,3.812e-14,3.054e-14,1.401e-14,-0.0,61.84,1,47.71653543307086
3363,LeftS133648,-18.632,-0.8194,1.466e-10,1.11e-10,4.645e-11,0.101,-3.96,1,25.383970957833004
3364,LeftS133650,-43.0696,-1.0959,2.96e-10,2.331e-10,1.028e-10,0.15,-3.11,1,24.883657267998906
3365,LeftS133670,37.5063,0.0054,4.642e-12,3.6e-12,1.569e-12,0.022,-2.95,1,24.246465724193115
3366,LeftS133673,26.993,0.0069,6.565e-12,5.037e-12,2.256e-12,0.025,-3.33,1,25.44080604534005
3367,LeftS133687,-40.6071,-2.14,4.021e-11,3.052e-11,1.276e-11,0.042,-2.71,1,22.606316836607807
3368,LeftS133721,-5.8291,-0.2456,3.769e-12,2.969e-12,1.357e-12,0.021,-3.32,1,25.728842343617323
3369,LeftS133927,-26.6823,0.287,1.213e-11,9.699e-12,4.397e-12,0.032,-3.0,1,23.914759273875294
3370,RightS068459,-42.3847,40.0573,2.524e-18,5.263e-18,1.765e-17,-0.0,-30.92,1,8.431499860866339
3371,RightS068709,-42.4722,40.1631,1.573e-13,1.288e-13,6.151e-14,0.0,-30.1,1,43.934267762203966
3372,RightS068966,-42.355,40.4816,1.033e-13,1.028e-13,7.399e-14,-0.001,-28.79,1,44.97773379515091
3373,RightS068983,-42.3407,40.0717,1.679e-13,1.33e-13,6.099e-14,0.0,-29.71,1,43.100995732574674
3374,RightS069044,-42.5008,40.0441,1.06e-13,1.102e-13,8.675e-14,-0.0,-31.27,1,44.104803493449786
3375,RightS069125,-42.4078,40.119,8.558e-14,6.403e-14,2.71e-14,0.0,-29.16,1,46.73521850899743
3376,RightS069159,-42.3902,39.9709,2.36e-17,1.886e-17,8.397e-18,-0.001,-31.35,1,27.37127371273713
3377,RightS069170,-42.4221,40.0845,4.41e-17,3.384e-17,1.489e-17,-0.001,-31.2,1,24.910934502603453
3378,RightS069201,-42.3767,40.0195,8.037e-14,8.316e-14,6.501e-14,-0.0,-31.37,1,44.71224790949336
3379,RightS069329,-42.5808,40.3132,1.433e-13,1.105e-13,4.644e-14,-0.001,-29.54,1,44.88888888888889
3380,RightS069417,-42.1631,39.8516,1.324e-13,1.243e-13,7.983e-14,0.0,-30.36,1,44.536991670749636
3381,RightS117544,3.1343,8.7202,1.133e-15,8.799e-16,3.727e-16,0.001,-2.39,1,27.045522166022014
3382,RightS117581,3.1367,8.7832,1.666e-15,1.298e-15,5.694e-16,0.0,1.77,1,27.50378214826021
3383,RightS117683,3.4866,8.5261,9.114e-12,7.253e-12,3.308e-12,0.001,2.35,1,47.31910463300365
3384,RightS117693,3.0379,8.1485,5.24e-15,4.019e-15,1.704e-15,0.0,-2.48,1,23.889618922470433
3385,RightS117733,3.2152,8.4088,1.764e-15,1.404e-15,6.257e-16,0.001,0.66,1,27.5705186533212
3386,RightS117737,3.4452,8.0538,8.449e-12,7.728e-12,4.744e-12,0.0,3.44,1,45.51827741612418
3387,RightS117743,3.0947,8.2365,2.37e-15,1.799e-15,7.563e-16,0.0,-0.85,1,26.26408552441491
3388,RightS117793,3.0168,7.9685,1.464e-11,1.097e-11,4.585e-12,0.001,-1.07,1,43.01940369143398
3389,RightS117797,3.2435,8.3598,1.284e-15,1.013e-15,4.385e-16,0.001,-0.37,1,27.17488789237668
3390,RightS117863,3.2396,7.7701,1.917e-15,1.503e-15,6.476e-16,0.0,0.28,1,26.917382291975123
3391,RightS117880,3.5594,8.3664,3.117e-15,2.431e-15,1.106e-15,0.001,-1.22,1,24.938271604938272
3392,RightS117897,3.3744,8.1884,6.805e-12,6.781e-12,4.979e-12,0.0,0.56,1,46.92823954568921
3393,RightS117999,3.2806,8.2208,3.578e-15,2.745e-15,1.142e-15,0.0,-5.12,1,25.131324301907654
3394,RightS118156,2.6623,10.6838,5.311e-12,4.324e-12,2.146e-12,-0.0,-4.6,1,49.48285247686445
3395,RightS118632,4.6314,8.9613,1.437e-11,1.129e-11,4.955e-12,0.0,-3.92,1,43.347639484978544
3396,RightS118722,1.8611,6.9815,1.066e-11,8.673e-12,4.158e-12,0.0,-0.63,1,44.800394282897976
3397,RightS118781,-1.7874,7.4596,1.421e-11,1.212e-11,6.381e-12,0.001,-2.77,1,45.2463912394226
3398,RightS119005,4.4301,7.719,6.913e-12,6.338e-12,3.845e-12,0.001,-4.43,1,47.51698902247779
3399,RightS119160,1.32,8.9673,1.609e-11,1.245e-11,5.354e-12,-0.0,2.86,1,41.52581087254454
3400,RightS119258,1.8505,6.7236,2.244e-15,1.703e-15,7.101e-16,-0.001,5.63,1,26.233766233766236
3401,RightS119381,4.9285,7.546,1.08e-11,8.975e-12,4.618e-12,0.002,5.03,1,47.31910463300365
3402,RightS119594,4.422,6.9041,3.593e-16,3.006e-16,1.478e-16,0.0,4.3,1,19.535783365570598
3403,RightS119620,1.8332,9.3343,1.508e-11,1.181e-11,5.173e-12,0.001,-4.72,1,44.19056878949927
3404,RightS119904,22.2252,-7.4766,7.554000000000001e-20,1.216e-19,2.353e-19,0.0,-3.19,1,3.3957189286114535
3405,RightS119944,21.9098,-7.6617,3.414e-12,2.81e-12,1.361e-12,0.001,-3.31,1,44.276668290306866
3406,RightS119953,21.7972,-7.905,2.265e-12,2.019e-12,1.2e-12,-0.0,-0.44,1,46.83153013910355
3407,RightS120277,21.7337,-7.7148,5.393e-12,4.377e-12,2.106e-12,-0.0,-1.39,1,42.22015791918254
3408,RightS120362,22.0333,-7.6527,7.705e-16,6.03e-16,2.645e-16,-0.001,-2.9,1,26.143226919758412
3409,RightS120423,21.7913,-7.8055,1.263e-15,9.81e-16,4.355e-16,0.001,-1.13,1,24.35038842753817
3410,RightS120461,22.0094,-7.5872,6.15e-16,4.744e-16,2.015e-16,0.0,-3.23,1,26.949303290839016
3411,RightS120478,21.7295,-7.7345,4.14e-16,3.212e-16,1.421e-16,-0.0,-1.43,1,27.90911882100092
3412,RightS120520,22.08,-7.6004,4.023e-12,3.445e-12,1.805e-12,0.0,-2.9,1,43.26511185149929
3413,RightS120576,22.122,-7.5969,8.681e-16,6.755e-16,2.927e-16,-0.001,-3.02,1,27.943436827543803
3414,RightS120577,21.6122,-7.797,1.86e-15,1.404e-15,5.797e-16,0.0,-1.38,1,24.376508447304904
3415,RightS120601,22.1092,-7.5979,1.728e-15,1.336e-15,5.703e-16,0.001,-2.97,1,24.041258926209995
3416,RightS120611,22.1382,-7.5227,6.701e-16,5.277e-16,2.263e-16,0.001,-3.24,1,25.020644095788604
3417,RightS120612,22.1372,-7.5099,6.515e-16,4.954e-16,2.104e-16,-0.001,-3.21,1,27.5705186533212
3418,RightS120617,21.6126,-7.8848,1.85e-15,1.417e-15,5.83e-16,-0.0,-0.97,1,23.277848911651727
3419,RightS120618,22.1513,-7.4679,5.563e-16,4.421e-16,1.969e-16,0.0,-3.38,1,26.023475522473518
3420,RightS120631,22.1802,-7.3705,6.345e-16,5.053e-16,2.276e-16,0.001,-3.75,1,24.721240141419635
3421,RightS120663,21.6111,-8.2535,1.19e-15,9.388e-16,4.183e-16,0.001,-0.02,1,25.131324301907654
3422,RightS120667,22.1637,-7.0776,5.617e-16,4.271e-16,1.834e-16,0.001,-4.47,1,27.537109966676766
3423,RightS120672,22.1672,-7.0104,1.373e-15,1.06e-15,4.675e-16,-0.0,-4.55,1,25.020644095788604
3424,RightS120691,21.7542,-8.3353,2.827e-12,2.182e-12,9.228e-13,-0.0,-0.07,1,44.800394282897976
3425,RightS120700,21.9384,-7.0651,3.96e-12,3.191e-12,1.516e-12,-0.0,-4.01,1,44.71224790949336
3426,RightS120708,21.9343,-8.1952,1.361e-15,1.056e-15,4.513e-16,0.001,-0.86,1,25.355648535564853
3427,RightS120713,21.7809,-7.2285,7.389e-16,5.693e-16,2.502e-16,0.001,-3.34,1,26.416739319965124
3428,RightS120715,22.0302,-8.0766,3.238e-12,3.002e-12,1.829e-12,0.0,-1.34,1,45.70135746606335
3429,RightS120716,21.7225,-7.2791,1.339e-15,1.005e-15,4.159e-16,-0.0,-3.02,1,24.748162265178326
3430,RightS120733,22.2593,-7.6378,5.182e-16,4.156e-16,1.896e-16,0.001,-2.79,1,27.404280976786254
3431,RightS120734,21.5144,-7.756,4.036e-12,3.389e-12,1.728e-12,0.001,-1.61,1,44.104803493449786
3432,RightS120738,22.2742,-7.4816,9.553e-16,7.265e-16,3.129e-16,-0.0,-3.18,1,25.49789621318373
3433,RightS120739,21.4422,-7.9406,1.247e-15,9.642e-16,4.195e-16,0.0,-1.1,1,25.728842343617323
3434,RightS120740,22.3105,-7.4074,1.475e-15,1.141e-15,4.934e-16,0.0,-3.33,1,24.481551306221384
3435,RightS120745,21.4022,-8.1395,6.092e-12,5.255e-12,2.846e-12,0.001,-0.67,1,42.696101456082665
3436,RightS120750,22.3477,-7.1055,5.52e-12,4.432e-12,2.054e-12,-0.001,-4.14,1,42.2987436016752
3437,RightS120754,21.3977,-8.4555,1.577e-15,1.219e-15,5.187e-16,0.0,-0.05,1,24.85643970467596
3438,RightS120762,21.4683,-8.6186,1.27e-15,9.723e-16,3.989e-16,0.001,0.15,1,25.81652939505822
3439,RightS120764,22.2864,-6.7063,1.863e-15,1.417e-15,6.008e-16,-0.0,-4.59,1,24.748162265178326
3440,RightS120844,22.1665,-7.1466,4.066e-16,3.119e-16,1.321e-16,0.001,-4.39,1,28.012326656394453
3441,RightS120869,21.6686,-8.3191,5.859e-16,4.634e-16,2.089e-16,-0.0,0.08,1,26.47829886396737
3442,RightS120888,21.9749,-7.0961,6.967e-16,5.36e-16,2.398e-16,-0.0,-4.28,1,26.509186351706038
3443,RightS120943,21.5254,-7.7188,9.102e-16,6.977e-16,2.964e-16,0.0,-1.61,1,26.949303290839016
3444,RightS120945,22.2865,-7.565,6.784e-16,5.232e-16,2.286e-16,0.0,-3.0,1,25.64174894217207
3445,RightS120959,22.3986,-7.2258,9.436e-16,7.141e-16,3.01e-16,0.001,-3.66,1,24.117803130803924
3446,RightS120970,21.3827,-8.3856,1.452e-15,1.08e-15,4.472e-16,-0.0,-0.13,1,26.3249348392702
3447,RightS121002,21.7786,-8.5095,4.452e-12,3.609e-12,1.716e-12,0.0,-0.25,1,43.7650457390467
3448,RightS121037,26.6823,-1.5648,1.028e-11,8.536e-12,4.266e-12,-0.0,-1.43,1,42.456795889771136
3449,RightS121222,26.4907,-0.7369,4.565e-12,4.358e-12,2.878e-12,0.0,-0.7,1,46.165566277298126
3450,RightS121245,26.5139,-0.1733,1.07e-11,8.266e-12,3.588e-12,0.0,2.39,1,41.98614318706697
3451,RightS121352,26.5246,-0.5768,2.991e-19,4.307e-19,6.7e-19,-0.0,-0.32,1,8.141513658755038
3452,RightS121396,26.5361,-0.5425,1.482e-15,1.163e-15,5.038e-16,0.001,2.29,1,27.240035960443514
3453,RightS121417,26.5818,-0.7011,1.883e-15,1.437e-15,6.03e-16,0.0,-0.67,1,26.023475522473518
3454,RightS121431,26.6422,-0.8262,4.553e-12,4.658e-12,3.471e-12,0.001,-0.86,1,45.33665835411471
3455,RightS121484,26.4209,-0.3492,1.826e-15,1.397e-15,5.81e-16,0.001,2.85,1,26.083213773314206
3456,RightS121506,26.5889,-0.7499,2.717e-15,2.061e-15,8.585e-16,0.001,-0.04,1,24.272363150867825
3457,RightS121525,26.4162,-0.6151,6.763e-12,5.903e-12,3.33e-12,0.001,0.68,1,44.536991670749636
3458,RightS121569,26.5519,-0.7787,8.738e-16,6.991e-16,3.145e-16,-0.0,-0.72,1,27.07774798927614
3459,RightS121577,26.5223,-0.7861,1.092e-15,8.693e-16,3.906e-16,0.001,-0.28,1,27.671232876712324
3460,RightS121591,26.5703,-0.5413,9.329e-16,7.15e-16,3.057e-16,-0.0,1.09,1,26.083213773314206
3461,RightS121613,26.3048,0.0422,2.711e-15,2.156e-15,9.688e-16,0.0,3.01,1,24.041258926209995
3462,RightS121625,26.2788,0.3128,1.283e-15,1.019e-15,4.597e-16,-0.0,3.45,1,27.84073506891271
3463,RightS121651,26.557,-1.1661,6.798e-12,5.633e-12,2.841e-12,0.001,-0.32,1,45.97875569044005
3464,RightS121670,26.7609,-0.9177,6.2e-12,5.604e-12,3.276e-12,0.001,0.27,1,42.857142857142854
3465,RightS121671,26.7851,-1.0315,1.159e-15,9.081e-16,4.05e-16,0.001,0.06,1,26.602282704126424
3466,RightS121674,26.1978,0.0422,2.191e-15,1.706e-15,7.493e-16,0.0,2.23,1,25.15914752283421
3467,RightS121684,26.9411,-1.8087,1.664e-15,1.283e-15,5.436e-16,0.0,-1.05,1,26.602282704126424
3468,RightS121685,26.8797,-1.6969,1.835e-15,1.397e-15,6.092e-16,0.0,-1.18,1,25.87532023911187
3469,RightS121689,26.495,-0.3999,2.398e-15,1.818e-15,7.608e-16,0.001,2.74,1,26.173337172473364
3470,RightS121729,26.4361,-0.4743,1.346e-15,1.036e-15,4.58e-16,0.001,1.49,1,26.386066763425255
3471,RightS121730,26.4106,-0.5151,3.712e-12,3.385e-12,2.088e-12,0.001,1.34,1,48.635634028892454
3472,RightS121741,26.3636,-0.2658,1.543e-15,1.21e-15,5.273e-16,0.0,2.28,1,26.173337172473364
3473,RightS121747,26.3413,-0.2215,2.78e-15,2.069e-15,8.57e-16,0.0,2.45,1,25.670714487432928
3474,RightS121752,26.3415,-0.0842,1.585e-15,1.244e-15,5.583e-16,0.0,2.89,1,25.29919287503479
3475,RightS121757,26.6512,-1.1516,2.124e-15,1.61e-15,6.628e-16,0.001,-1.08,1,25.584013509710104
3476,RightS121791,26.4175,0.182,2.827e-15,2.201e-15,9.47e-16,-0.0,2.95,1,23.13565792822601
