,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period,Absolute_Magnitude,Dist
3147,LeftS106505,24.8076,31.0835,6.36e-14,5.509e-14,2.973e-14,0.001,28.48,1,46.165566277298126,-4.520790703073574,23392.04885288354
3150,LeftS106953,24.7821,31.0769,9.099e-14,7.479e-14,3.609e-14,0.0,30.37,1,43.01940369143398,-4.333886293819198,24896.315930645924
3151,LeftS106997,24.7958,31.0686,5.104e-14,3.987e-14,1.698e-14,0.001,30.11,1,46.73521850899743,-4.554632092684071,26446.05128674141
3152,LeftS107017,24.8,31.0572,6.071e-14,6.451e-14,5.494e-14,-0.001,29.55,1,43.680922633349354,-4.373185218676037,25620.869814274043
3155,LeftS107061,24.8303,31.0835,6.843e-14,6.072e-14,3.347e-14,-0.001,27.51,1,45.70135746606335,-4.493213401752803,22999.977845072786
3160,LeftS107078,24.7712,31.1072,6.44e-14,6.175e-14,4.073e-14,0.0,29.47,1,44.36310395314788,-4.413711635573304,24993.42080157479
3161,LeftS107090,24.7897,31.1431,8.638e-14,6.491e-14,2.678e-14,0.001,28.89,1,43.513642891335564,-4.363247613575211,25835.70926267476
3166,LeftS107134,24.6251,30.9422,9.315e-14,7.756e-14,3.97e-14,-0.0,30.27,1,44.36310395314788,-4.413711635573304,22301.048490305016
3169,LeftS107152,24.7841,31.092,8.01e-14,6.109e-14,2.589e-14,0.001,29.68,1,44.19056878949927,-4.403461821090658,25426.350352570484
3170,LeftS107163,24.8343,31.0617,6.951e-14,6.371e-14,3.847e-14,-0.001,28.21,1,45.70135746606335,-4.493213401752803,22453.78172828403
3171,LeftS107167,24.8342,31.0621,6.111e-14,5.165e-14,2.673e-14,-0.001,28.26,1,45.97875569044005,-4.509692827033713,24469.124099321907
3172,LeftS107168,24.835,31.0618,6.235e-14,5.318e-14,2.857e-14,0.001,28.3,1,45.97875569044005,-4.509692827033713,24114.56432521993
3175,LeftS107181,24.8249,31.0405,7.225e-14,5.879e-14,2.877e-14,-0.001,28.8,1,44.97773379515091,-4.450225014775586,24560.41848733524
3181,LeftS107247,24.9037,31.2054,8.99e-14,7.425e-14,3.559e-14,-0.0,27.77,1,44.800394282897976,-4.439689787853742,22121.108050906765
3185,LeftS107436,24.0559,30.8493,7.062e-14,5.754e-14,2.763e-14,-0.0,24.01,1,45.2463912394226,-4.466185175620102,24373.757359092542
3186,LeftS107527,24.0928,30.8935,4.026e-14,3.113e-14,1.362e-14,0.0,23.37,1,46.73521850899743,-4.554632092684071,29929.150719522884
3187,LeftS107632,24.0913,30.936,6.79e-14,5.456e-14,2.445e-14,-0.001,22.14,1,44.97773379515091,-4.450225014775586,25494.723825703644
3188,LeftS107690,24.1031,30.9218,9.133e-14,7.279e-14,3.303e-14,0.001,21.69,1,43.26511185149929,-4.3484831041405485,24815.474752799906
3192,LeftS107816,24.0954,30.9146,6.912e-14,6.306e-14,3.852e-14,0.0,21.52,1,44.104803493449786,-4.398366753192807,25173.270363185296
3193,LeftS107999,24.0682,30.9488,6.982e-14,5.721e-14,2.682e-14,0.0,22.39,1,44.19056878949927,-4.403461821090658,26274.418650092986
3196,LeftS108057,24.1134,31.0015,3.066e-14,2.915e-14,1.896e-14,0.001,21.69,1,49.375339489407935,-4.71147403544342,25819.25475870182
3198,LeftS108073,24.1504,31.0166,5.662e-14,5.303e-14,3.345e-14,0.0,21.5,1,46.07197161682716,-4.51523051530601,23995.17539451118
3206,LeftS108224,24.4394,29.5079,7.577e-14,6.718e-14,3.816e-14,0.0,27.66,1,44.62444771723122,-4.429237311855191,23537.5548093091
3207,LeftS108244,24.4476,29.4862,3.731e-14,3.598e-14,2.487e-14,-0.0,28.01,1,47.31910463300365,-4.589319076621118,26749.143598000897
3208,LeftS108263,24.4336,29.5177,1.105e-13,9.352e-14,4.791e-14,-0.001,28.36,1,43.513642891335564,-4.363247613575211,21524.047616178632
3209,LeftS108479,24.4069,29.4473,4.865e-14,4.78e-14,3.313e-14,-0.001,30.32,1,45.156482861400896,-4.4608439792189145,26906.924621750593
3212,LeftS108667,24.3668,29.4607,6.018e-14,5.232e-14,2.765e-14,-0.0,31.07,1,46.07197161682716,-4.51523051530601,24157.438060724962
3213,LeftS108668,24.3795,29.4683,8.353e-14,6.647e-14,3.004e-14,0.0,30.88,1,43.100995732574674,-4.338733440726919,26261.5551376567
3214,LeftS108751,24.3492,29.444,6.931e-14,5.432e-14,2.341e-14,-0.0,31.2,1,44.536991670749636,-4.424041801369876,26332.93206222837
3215,LeftS108752,24.3633,29.4563,3.82e-14,3.897e-14,2.965e-14,0.0,31.08,1,48.22281167108753,-4.643005694995832,24161.948238010475
3216,LeftS108844,24.3167,29.425,3.575e-14,3.248e-14,1.91e-14,-0.0,31.37,1,49.48285247686445,-4.717861070715538,24280.71404916863
3217,LeftS108848,24.518,29.5312,4.694e-14,3.567e-14,1.481e-14,0.0,26.65,1,46.353901070882195,-4.531979127821563,28698.479091870464
3223,LeftS108889,24.3169,29.4438,9.034e-14,7.2e-14,3.339e-14,-0.0,31.11,1,44.88888888888889,-4.444946996152272,22328.53624655473
3232,LeftS108926,24.4447,29.4697,8.908e-14,6.745e-14,2.887e-14,-0.0,28.7,1,44.19056878949927,-4.403461821090658,24197.924227013373
3235,LeftS108940,24.4531,29.5412,6.832e-14,5.966e-14,3.376e-14,0.0,28.22,1,44.01937046004842,-4.3932914240567875,26032.30737068089
3239,LeftS108968,24.2489,29.3806,4.612e-14,4.011e-14,2.174e-14,-0.001,31.51,1,48.01901743264659,-4.630898869392988,24150.394772892203
3242,LeftS109004,24.4202,29.5378,3.859e-14,3.462e-14,2.024e-14,-0.0,28.81,1,47.81693845344555,-4.618893942374913,26356.606765093948
3243,LeftS109017,24.3267,29.4395,4.322e-14,3.545e-14,1.679e-14,-0.0,31.24,1,47.51698902247779,-4.601074815209297,26586.09012438238
3249,LeftS109100,24.426,29.5281,4.94e-14,3.702e-14,1.579e-14,0.0,28.64,1,45.2463912394226,-4.466185175620102,30387.096495920436
3254,LeftS109768,26.1701,34.3708,9.085e-14,7.851e-14,4.278e-14,-0.0,21.2,1,43.43048256091734,-4.358307299142622,23625.655216374325
3256,LeftS110040,26.1873,34.376,7.12e-14,5.762e-14,2.704e-14,0.0,20.68,1,45.156482861400896,-4.4608439792189145,24507.069557246265
3258,LeftS110073,26.1349,34.403,5.791e-14,4.836e-14,2.452e-14,-0.0,23.56,1,46.07197161682716,-4.51523051530601,25127.05534004134
3261,LeftS110219,26.0427,34.3791,4.264e-14,3.621e-14,1.862e-14,0.0,23.7,1,47.02534919813761,-4.571867916828682,27205.190991545034
3262,LeftS110416,22.8126,31.6618,6.944e-14,5.259e-14,2.185e-14,0.001,25.6,1,43.513642891335564,-4.363247613575211,28702.822665464675
3264,LeftS110487,22.8085,31.6877,5.455e-14,4.28e-14,1.899e-14,-0.0,25.38,1,45.79345088161209,-4.498684404906516,27222.995604551346
3265,LeftS110555,22.8609,31.6226,5.149e-14,4.372e-14,2.191e-14,0.0,26.61,1,46.543778801843324,-4.543259214011419,25587.644977557295
3266,LeftS110587,22.8242,31.6276,5.105e-14,4.006e-14,1.79e-14,0.001,26.2,1,46.73521850899743,-4.554632092684071,26383.26144813884
3269,LeftS110639,22.8137,31.647,5.131e-14,4.439e-14,2.357e-14,-0.0,26.03,1,45.066931085770946,-4.455523967533251,28092.826933721022
3270,LeftS110759,22.8295,31.6497,7.97e-14,6.227e-14,2.67e-14,0.001,26.54,1,43.59712230215827,-4.368206883650707,26227.51386657403
3278,LeftS110827,22.7187,31.6192,8.47e-14,6.579e-14,2.878e-14,0.0,25.1,1,42.696101456082665,-4.314679844165116,27138.143508627127
3279,LeftS110845,22.7594,31.5402,6.526e-14,5.36e-14,2.605e-14,0.0,25.65,1,46.07197161682716,-4.51523051530601,23867.248093162365
3290,LeftS111197,25.9361,28.4555,6.574e-14,5.656e-14,3.029e-14,0.0,27.03,1,45.42728635682159,-4.476931630748126,24281.722091676595
3292,LeftS111439,25.9187,28.4459,6.775e-14,6.209e-14,3.877e-14,0.0,26.94,1,44.01937046004842,-4.3932914240567875,25517.813443161416
3293,LeftS111503,25.8828,28.4055,4.292e-14,3.196e-14,1.31e-14,-0.0,26.07,1,46.83153013910355,-4.560353687750451,29344.03086558501
3294,LeftS111615,25.9302,28.4304,7.909e-14,6.137e-14,2.596e-14,0.001,27.63,1,43.43048256091734,-4.358307299142622,26721.958721477033
3296,LeftS111647,25.8937,28.4053,3.086e-14,3.048e-14,2.129e-14,0.001,27.13,1,48.12069878242456,-4.636939463956609,27512.039521645624
3297,LeftS111675,25.8625,28.4092,7.972e-14,6.358e-14,2.882e-14,-0.001,26.43,1,42.53626579316799,-4.305184470248627,27909.207403304874
3298,LeftS111683,25.8665,28.4036,5.145e-14,4.04e-14,1.823e-14,0.0,26.55,1,45.51827741612418,-4.482337146109218,28552.276744442497
3302,LeftS111721,25.9055,28.3793,1.091e-13,9.056e-14,4.652e-14,-0.0,27.56,1,44.104803493449786,-4.398366753192807,21006.244518279047
3311,LeftS111778,25.935,28.453,8.341e-14,6.696e-14,3.193e-14,-0.0,27.13,1,43.01940369143398,-4.333886293819198,26311.713439046976
3319,LeftS111998,26.2646,31.0573,9.977e-14,7.994e-14,3.64e-14,0.0,27.22,1,41.831569259088816,-4.263320489665596,26119.068429660845
3320,LeftS112369,26.2476,31.0757,6.924e-14,6.25e-14,3.579e-14,0.0,26.85,1,44.62444771723122,-4.429237311855191,24402.894109161596
3323,LeftS112409,26.2545,31.0375,8.306e-14,7.153e-14,3.742e-14,0.0,26.61,1,42.696101456082665,-4.314679844165116,26026.51177900121
3333,LeftS112503,26.2792,31.0505,7.678e-14,5.949e-14,2.565e-14,0.001,27.06,1,43.7650457390467,-4.378182728800164,26526.90921894137
3336,LeftS112524,26.1499,31.0197,5.957e-14,5.453e-14,3.298e-14,0.0,24.78,1,46.353901070882195,-4.531979127821563,23210.937772036516
3340,LeftS112583,26.115,30.9019,5.629e-14,4.778e-14,2.427e-14,0.0,24.84,1,45.51827741612418,-4.482337146109218,26254.778231049884
3345,LeftS115437,-26.6092,42.0316,4.201e-14,4.238e-14,3.116e-14,0.001,60.91,1,44.71224790949336,-4.434453267044827,29457.296782531124
3349,LeftS115948,-26.6182,42.0744,4.682e-14,3.589e-14,1.491e-14,-0.0,62.48,1,44.62444771723122,-4.429237311855191,32202.872675246843
3350,LeftS116061,-26.5957,42.0501,2.251e-14,2.428e-14,2.043e-14,0.001,60.66,1,48.12069878242456,-4.636939463956609,30825.201686045704
3351,LeftS116065,-26.5435,42.0411,4.732e-14,3.632e-14,1.509e-14,0.001,59.92,1,45.51827741612418,-4.482337146109218,30113.31083404522
3354,LeftS116198,-26.5946,42.045,6.28e-14,4.76e-14,1.962e-14,0.0,60.53,1,44.36310395314788,-4.413711635573304,28466.93474722192
3355,LeftS116219,-26.5578,42.0378,2.348e-14,1.807e-14,7.554e-15,-0.001,59.44,1,48.84470714669533,-4.6799507044523345,34005.21863700894
3356,LeftS116256,-26.6495,42.0901,6.859e-14,5.587e-14,2.663e-14,-0.0,62.35,1,43.680922633349354,-4.373185218676037,27530.750777301655
3357,LeftS116266,-26.5887,42.055,7.051e-14,5.306e-14,2.157e-14,-0.0,60.12,1,42.2987436016752,-4.291073964617027,31051.271952287378
3359,LeftS116284,-26.6205,42.0789,3.06e-14,2.645e-14,1.438e-14,-0.0,62.42,1,48.12069878242456,-4.636939463956609,29533.670811686374
3361,LeftS116308,-26.7448,42.1954,6.957e-14,5.342e-14,2.263e-14,-0.0,63.14,1,44.104803493449786,-4.398366753192807,27350.462931470585
3362,LeftS116395,-26.6189,42.1881,3.812e-14,3.054e-14,1.401e-14,-0.0,61.84,1,47.71653543307086,-4.612929289659633,28255.359597830546
3371,RightS068709,-42.4722,40.1631,1.573e-13,1.288e-13,6.151e-14,0.0,-30.1,1,43.934267762203966,-4.38823571919969,17820.677418948544
3372,RightS068966,-42.355,40.4816,1.033e-13,1.028e-13,7.399e-14,-0.001,-28.79,1,44.97773379515091,-4.450225014775586,18573.379617644438
3373,RightS068983,-42.3407,40.0717,1.679e-13,1.33e-13,6.099e-14,0.0,-29.71,1,43.100995732574674,-4.338733440726919,18565.534590343443
3374,RightS069044,-42.5008,40.0441,1.06e-13,1.102e-13,8.675e-14,-0.0,-31.27,1,44.104803493449786,-4.398366753192807,19042.581637996624
3375,RightS069125,-42.4078,40.119,8.558e-14,6.403e-14,2.71e-14,0.0,-29.16,1,46.73521850899743,-4.554632092684071,20868.546565210905
3378,RightS069201,-42.3767,40.0195,8.037e-14,8.316e-14,6.501e-14,-0.0,-31.37,1,44.71224790949336,-4.434453267044827,21028.879196599522
3379,RightS069329,-42.5808,40.3132,1.433e-13,1.105e-13,4.644e-14,-0.001,-29.54,1,44.88888888888889,-4.444946996152272,18023.75863538149
3380,RightS069417,-42.1631,39.8516,1.324e-13,1.243e-13,7.983e-14,0.0,-30.36,1,44.536991670749636,-4.424041801369876,17407.78583474842
3383,RightS117683,3.4866,8.5261,9.114e-12,7.253e-12,3.308e-12,0.001,2.35,1,47.31910463300365,-4.589319076621118,1884.0031429419785
3386,RightS117737,3.4452,8.0538,8.449e-12,7.728e-12,4.744e-12,0.0,3.44,1,45.51827741612418,-4.482337146109218,2064.41910824154
3388,RightS117793,3.0168,7.9685,1.464e-11,1.097e-11,4.585e-12,0.001,-1.07,1,43.01940369143398,-4.333886293819198,2055.6706691721174
3392,RightS117897,3.3744,8.1884,6.805e-12,6.781e-12,4.979e-12,0.0,0.56,1,46.92823954568921,-4.566098913565686,2001.2607188160985
3394,RightS118156,2.6623,10.6838,5.311e-12,4.324e-12,2.146e-12,-0.0,-4.6,1,49.48285247686445,-4.717861070715538,2104.391902486143
3395,RightS118632,4.6314,8.9613,1.437e-11,1.129e-11,4.955e-12,0.0,-3.92,1,43.347639484978544,-4.353385831880019,1981.345044801021
3396,RightS118722,1.8611,6.9815,1.066e-11,8.673e-12,4.158e-12,0.0,-0.63,1,44.800394282897976,-4.439689787853742,2046.776551312375
3397,RightS118781,-1.7874,7.4596,1.421e-11,1.212e-11,6.381e-12,0.001,-2.77,1,45.2463912394226,-4.466185175620102,1679.4075538361058
3398,RightS119005,4.4301,7.719,6.913e-12,6.338e-12,3.845e-12,0.001,-4.43,1,47.51698902247779,-4.601074815209297,1988.3208880765553
3399,RightS119160,1.32,8.9673,1.609e-11,1.245e-11,5.354e-12,-0.0,2.86,1,41.52581087254454,-4.245156269269487,2137.160750469184
3401,RightS119381,4.9285,7.546,1.08e-11,8.975e-12,4.618e-12,0.002,5.03,1,47.31910463300365,-4.589319076621118,1693.6483098600334
3403,RightS119620,1.8332,9.3343,1.508e-11,1.181e-11,5.173e-12,0.001,-4.72,1,44.19056878949927,-4.403461821090658,1828.707056186369
3405,RightS119944,21.9098,-7.6617,3.414e-12,2.81e-12,1.361e-12,0.001,-3.31,1,44.276668290306866,-4.4085767431254705,3726.9920681761596
3406,RightS119953,21.7972,-7.905,2.265e-12,2.019e-12,1.2e-12,-0.0,-0.44,1,46.83153013910355,-4.560353687750451,3691.9430793199954
3407,RightS120277,21.7337,-7.7148,5.393e-12,4.377e-12,2.106e-12,-0.0,-1.39,1,42.22015791918254,-4.286405416771427,3437.2333610319
3412,RightS120520,22.08,-7.6004,4.023e-12,3.445e-12,1.805e-12,0.0,-2.9,1,43.26511185149929,-4.3484831041405485,3607.1469466280355
3424,RightS120691,21.7542,-8.3353,2.827e-12,2.182e-12,9.228e-13,-0.0,-0.07,1,44.800394282897976,-4.439689787853742,4080.634837594747
3425,RightS120700,21.9384,-7.0651,3.96e-12,3.191e-12,1.516e-12,-0.0,-4.01,1,44.71224790949336,-4.434453267044827,3394.766941879033
3428,RightS120715,22.0302,-8.0766,3.238e-12,3.002e-12,1.829e-12,0.0,-1.34,1,45.70135746606335,-4.493213401752803,3271.0558186576422
3431,RightS120734,21.5144,-7.756,4.036e-12,3.389e-12,1.728e-12,0.001,-1.61,1,44.104803493449786,-4.398366753192807,3433.8461962437555
3435,RightS120745,21.4022,-8.1395,6.092e-12,5.255e-12,2.846e-12,0.001,-0.67,1,42.696101456082665,-4.314679844165116,3036.5030223937792
3436,RightS120750,22.3477,-7.1055,5.52e-12,4.432e-12,2.054e-12,-0.001,-4.14,1,42.2987436016752,-4.291073964617027,3397.5287609291236
3447,RightS121002,21.7786,-8.5095,4.452e-12,3.609e-12,1.716e-12,0.0,-0.25,1,43.7650457390467,-4.378182728800164,3405.7690505183045
3448,RightS121037,26.6823,-1.5648,1.028e-11,8.536e-12,4.266e-12,-0.0,-1.43,1,42.456795889771136,-4.300463393399443,2421.81575468416
3449,RightS121222,26.4907,-0.7369,4.565e-12,4.358e-12,2.878e-12,0.0,-0.7,1,46.165566277298126,-4.520790703073574,2630.032017314153
3450,RightS121245,26.5139,-0.1733,1.07e-11,8.266e-12,3.588e-12,0.0,2.39,1,41.98614318706697,-4.272503279145292,2541.5617156595604
3454,RightS121431,26.6422,-0.8262,4.553e-12,4.658e-12,3.471e-12,0.001,-0.86,1,45.33665835411471,-4.471547683528126,2692.318380443749
3457,RightS121525,26.4162,-0.6151,6.763e-12,5.903e-12,3.33e-12,0.001,0.68,1,44.536991670749636,-4.424041801369876,2526.054450073272
3463,RightS121651,26.557,-1.1661,6.798e-12,5.633e-12,2.841e-12,0.001,-0.32,1,45.97875569044005,-4.509692827033713,2343.0616234563454
3464,RightS121670,26.7609,-0.9177,6.2e-12,5.604e-12,3.276e-12,0.001,0.27,1,42.857142857142854,-4.324246847493517,2908.221715363199
3471,RightS121730,26.4106,-0.5151,3.712e-12,3.385e-12,2.088e-12,0.001,1.34,1,48.635634028892454,-4.667530275912027,2520.3190700141736
3482,RightS121878,-17.0731,22.6813,3.251e-12,2.509e-12,1.061e-12,0.001,-3.48,1,46.63930220625962,-4.548933982871939,3355.69652291527
3483,RightS122172,-16.6849,22.488,5.909e-12,4.995e-12,2.503e-12,-0.0,-3.73,1,44.71224790949336,-4.434453267044827,2713.348765317987
3486,RightS122295,-17.1364,23.0562,4.401e-12,4.009e-12,2.506e-12,-0.0,-0.52,1,46.63930220625962,-4.548933982871939,2654.697130815582
3489,RightS122477,-17.0867,22.7517,6.349e-12,5.871e-12,3.578e-12,0.001,-1.87,1,43.26511185149929,-4.3484831041405485,2763.136932518881
3492,RightS122575,-16.9662,22.7431,5.512e-12,4.47e-12,2.037e-12,0.001,-2.27,1,45.2463912394226,-4.466185175620102,2765.37256938706
3494,RightS122603,-17.005,22.7036,6.624e-12,5.644e-12,2.918e-12,0.001,-2.22,1,43.26511185149929,-4.3484831041405485,2818.155451212403
3497,RightS122624,-17.2528,22.846,7.559e-12,6.176e-12,2.977e-12,-0.0,-1.5,1,42.696101456082665,-4.314679844165116,2800.956952419173
3508,RightS122729,-17.5407,23.0061,4.223e-12,3.236e-12,1.323e-12,0.0,-0.71,1,44.276668290306866,-4.4085767431254705,3473.0207012310616
3510,RightS122774,-17.987,23.1942,4.939e-12,3.796e-12,1.601e-12,0.0,0.05,1,43.7650457390467,-4.378182728800164,3320.8215121522367
3511,RightS122782,-17.8983,23.1693,5.795e-12,4.445e-12,1.929e-12,0.0,-0.2,1,44.536991670749636,-4.424041801369876,2911.006778059807
3513,RightS122951,-3.5289,-1.1202,3.774e-12,3.272e-12,1.81e-12,-0.0,6.77,1,48.428343100692594,-4.655215722095557,2600.072700656608
3514,RightS122957,-3.4811,-0.7961,1.172e-11,9.458e-12,4.272e-12,0.001,7.02,1,42.53626579316799,-4.305184470248627,2288.274442522708
3516,RightS123036,-3.4324,-0.9692,9.047e-12,6.889e-12,2.897e-12,0.0,8.58,1,43.347639484978544,-4.353385831880019,2536.465687431038
3517,RightS123048,-3.5069,-0.9975,8.61e-12,8.102e-12,5.127e-12,-0.0,5.54,1,44.01937046004842,-4.3932914240567875,2233.871403131728
3520,RightS123138,-3.8194,-0.6584,1.075e-11,9.496e-12,5.376e-12,0.0,7.28,1,43.59712230215827,-4.368206883650707,2123.8615627114773
3522,RightS123163,-5.2478,1.9523,5.143e-12,4.821e-12,3.011e-12,0.0,9.98,1,45.42728635682159,-4.476931630748126,2630.0597738034303
3523,RightS123333,-3.9667,-2.9004,3.608e-12,2.718e-12,1.142e-12,0.0,1.49,1,48.22281167108753,-4.643005694995832,2893.159828580937
3524,RightS123396,-3.2372,2.8496,9.821e-12,7.802e-12,3.475e-12,0.001,2.2,1,44.62444771723122,-4.429237311855191,2184.129431501181
3525,RightS123642,-3.1362,-1.7383,1.154e-11,9.589e-12,4.792e-12,-0.0,6.84,1,41.75470831419384,-4.258754403486556,2397.3759206594364
3526,RightS123680,-4.883,-0.4298,9.839e-12,7.461e-12,3.125e-12,0.001,6.5,1,44.276668290306866,-4.4085767431254705,2287.247220168311
3528,RightS123707,-4.3452,-1.4373,7.876e-12,7.246e-12,4.561e-12,0.0,4.73,1,44.62444771723122,-4.429237311855191,2266.377130793443
3529,RightS123772,-2.7752,-0.6892,1.113e-11,8.524e-12,3.753e-12,0.001,2.25,1,44.536991670749636,-4.424041801369876,2102.1193929984793
3530,RightS124012,-2.2019,-1.8766,1.111e-11,8.429e-12,3.502e-12,0.001,1.93,1,43.934267762203966,-4.38823571919969,2202.8966043299047
3531,RightS124281,8.25,1.94,1.909e-12,1.774e-12,1.102e-12,0.0,4.5,1,49.48285247686445,-4.717861070715538,3285.433316721109
3533,RightS124570,7.9188,2.7459,5.383e-12,4.206e-12,1.798e-12,0.0,5.23,1,41.75470831419384,-4.258754403486556,3619.829908915814
3540,RightS124776,7.9179,2.216,4.807e-12,3.689e-12,1.566e-12,0.001,4.02,1,42.93811998110534,-4.329057463952224,3564.6503769291417
3541,RightS124792,7.8126,2.1559,4.739e-12,3.561e-12,1.519e-12,0.001,3.81,1,41.75470831419384,-4.258754403486556,3934.0222459359593
3545,RightS124836,7.7854,2.0495,2.13e-12,1.69e-12,7.442e-13,-0.0,3.62,1,47.71653543307086,-4.612929289659633,3798.323958230833
3546,RightS124848,8.258,3.0875,4.189e-12,3.927e-12,2.47e-12,0.0,6.2,1,45.156482861400896,-4.4608439792189145,2968.571815101942
3561,RightS124924,8.3701,3.1304,5.181e-12,4.031e-12,1.755e-12,0.0,6.27,1,43.347639484978544,-4.353385831880019,3315.894351841787
3564,RightS125496,-34.1757,11.0266,2.308e-11,2.384e-11,1.868e-11,0.001,4.51,1,44.88888888888889,-4.444946996152272,1227.0814091325483
3566,RightS125519,-34.8429,10.2734,3.125e-11,2.393e-11,1.023e-11,0.001,4.63,1,42.456795889771136,-4.300463393399443,1446.4284452719924
3567,RightS125581,-34.2371,11.2339,3.127e-11,2.366e-11,1.017e-11,0.001,4.44,1,44.71224790949336,-4.434453267044827,1246.7115883798763
3578,RightS125814,-34.7987,11.6897,3.126e-11,2.66e-11,1.377e-11,0.0,4.35,1,46.07197161682716,-4.51523051530601,1071.3809599296517
3590,RightS125896,-31.475,9.1262,1.602e-11,1.569e-11,1.097e-11,0.0,5.47,1,48.635634028892454,-4.667530275912027,1170.640082648268
3604,RightS126025,-33.487,11.6248,3.063e-11,2.69e-11,1.516e-11,0.001,4.73,1,44.800394282897976,-4.439689787853742,1162.1949020260076
3606,RightS126080,-34.0277,12.7211,3.174e-11,2.526e-11,1.138e-11,0.0,4.78,1,44.536991670749636,-4.424041801369876,1221.1314771347731
3610,RightS127223,-3.4062,1.8687,1.751e-11,1.35e-11,5.731e-12,0.001,3.84,1,45.70135746606335,-4.493213401752803,1542.5044118709845
3611,RightS127459,-1.9269,2.4401,2.333e-11,2.086e-11,1.198e-11,0.0,4.16,1,43.100995732574674,-4.338733440726919,1482.4365959572795
3613,RightS127781,-4.5335,0.47,1.62e-11,1.47e-11,8.809e-12,-0.0,0.7,1,48.84470714669533,-4.6799507044523345,1192.2462919701209
3614,RightS127955,-3.6194,1.6466,1.421e-11,1.092e-11,4.459e-12,0.001,1.99,1,46.353901070882195,-4.531979127821563,1640.2087217252458
3615,RightS127961,-3.4481,1.617,1.52e-11,1.504e-11,1.053e-11,0.001,1.78,1,47.81693845344555,-4.618893942374913,1264.5299230735084
3616,RightS128121,-3.2722,1.754,1.763e-11,1.664e-11,1.026e-11,-0.0,4.18,1,44.44987775061125,-4.418866615619955,1513.5265065786475
3617,RightS128149,-3.6552,1.8309,1.468e-11,1.196e-11,5.904e-12,0.001,1.08,1,45.97875569044005,-4.509692827033713,1608.0072283125078
3620,RightS128202,-3.6248,0.5936,2.13e-11,1.94e-11,1.155e-11,-0.001,1.4,1,46.25954198473282,-4.526373527737901,1238.546656231634
3621,RightS128205,-4.4536,1.9771,2.689e-11,2.142e-11,1.016e-11,0.001,2.04,1,44.104803493449786,-4.398366753192807,1365.8622125364698
3622,RightS128509,19.2058,23.3667,5.929e-12,4.515e-12,1.921e-12,0.001,7.66,1,40.78061911170929,-4.200886584522129,3734.460157926296
3623,RightS128619,19.1246,24.0402,3.573e-12,2.938e-12,1.44e-12,-0.0,9.12,1,45.156482861400896,-4.4608439792189145,3432.038212511615
3624,RightS128627,19.2156,24.0708,5.791e-12,4.397e-12,1.807e-12,-0.0,9.09,1,40.92751013057181,-4.209612954617757,3746.409878171649
3633,RightS128981,19.0191,24.9982,6.381e-12,5.039e-12,2.261e-12,-0.0,11.78,1,43.26511185149929,-4.3484831041405485,2982.539944227038
3639,RightS129034,19.3543,24.3293,6.206e-12,5.303e-12,2.802e-12,0.001,9.87,1,42.37762237762237,-4.2957599242960836,3089.293881624394
3644,RightS129109,18.9121,23.7799,5.601e-12,4.994e-12,2.867e-12,0.001,9.06,1,44.88888888888889,-4.444946996152272,2681.033452533879
3646,RightS129291,36.9505,4.2274,4.66e-12,3.664e-12,1.634e-12,0.0,-5.64,1,44.01937046004842,-4.3932914240567875,3321.823517721578
3647,RightS129322,36.2104,4.4534,3.032e-12,2.471e-12,1.21e-12,0.0,-2.83,1,46.25954198473282,-4.526373527737901,3470.378654476284
3648,RightS129422,36.9112,4.2586,3.49e-12,3.076e-12,1.751e-12,-0.0,-2.93,1,45.79345088161209,-4.498684404906516,3211.1798648411973
3649,RightS129455,36.9077,4.2249,4.628e-12,3.724e-12,1.671e-12,-0.0,-5.56,1,43.849493487698986,-4.3831995250222135,3333.4611757229063
3650,RightS129581,36.8414,4.2227,5.549e-12,4.361e-12,1.967e-12,-0.0,-4.18,1,43.347639484978544,-4.353385831880019,3187.968640928844
3656,RightS129745,37.2266,4.0973,3.151e-12,2.436e-12,1.051e-12,0.001,-6.15,1,45.066931085770946,-4.455523967533251,3792.271081209686
3666,RightS129789,37.6272,4.2957,3.098e-12,2.443e-12,1.099e-12,0.001,-5.77,1,45.60963371801304,-4.48776435947477,3648.8506417937388
3679,RightS131847,20.7505,-1.1222,6.875e-12,5.22e-12,2.139e-12,-0.0,6.67,1,45.42728635682159,-4.476931630748126,2527.545213500431
3683,RightS131887,20.5875,-1.462,7.532e-12,5.682e-12,2.346e-12,-0.001,7.14,1,43.59712230215827,-4.368206883650707,2745.654858324046
3685,RightS131964,20.8939,-1.3342,7.582e-12,5.765e-12,2.365e-12,0.001,9.37,1,42.77647058823529,-4.319454341590889,2883.1894050723786
3689,RightS132420,21.7033,-2.55,6.711e-12,5.774e-12,3.22e-12,0.001,9.08,1,44.44987775061125,-4.418866615619955,2569.379782032654
3690,RightS132569,20.2024,-0.8153,6.931e-12,5.891e-12,3.115e-12,0.0,6.28,1,45.51827741612418,-4.482337146109218,2364.4869182230877
3693,RightS133896,6.4649,0.4221,2.768e-08,2.227e-08,1.025e-08,0.024,3.42,1,44.800394282897976,-4.439689787853742,40.39196650563419
